id1,id2,id3,inv_0,inv_1,inv_2,inv_3,inv_4,inv_5,inv_6
02-1-144423,02-1-144425,02-1-144502,-475.6400005462739,-204.06733470237253,-166.63600704838092,-102.78995501623953,-100.80385686897603,-19.54621110170021,-13.03930507404931
02-1-144423,02-1-144425,02-1-144523,-513.0931934111928,-252.14643446719697,-218.68846609447183,-83.0931570213825,-52.73509409649398,-19.54621110170021,-13.03930507404931
02-2-001350,02-1-144425,02-1-144423,-472.7530914539027,-144.20920177044195,-107.74807985926549,-91.50394982846683,-91.22620669072501,-19.54621110170021,-13.03930507404931
02-1-144431,02-1-144426,02-1-144423,-494.9181892566331,-194.87926086657382,-111.51877414095009,-82.92321517835097,-67.87187215917568,-61.501999966751356,-59.548431039677354
02-1-144472,02-1-144426,02-1-144423,-376.0787801877318,-186.21827531161614,-85.06739383680264,-82.92321517835097,-59.548431039677354,-16.229767940668204,-14.583351239348602
02-1-144474,02-1-144426,02-1-144423,-383.09342392715973,-107.8301854952295,-106.4576760294332,-82.92321517835097,-59.548431039677354,-53.463799642069745,-37.46159288701668
02-1-144423,02-1-144426,02-1-144476,-336.2338240134036,-107.83742148720484,-90.33361520679864,-82.92321517835097,-59.548431039677354,-2.7725917775263405,-2.698225067758141
02-1-144423,02-1-144426,02-1-144494,-841.4407108142782,-238.34099601132044,-237.21922842555398,-136.5880317231851,-82.92321517835097,-71.96397015334665,-59.548431039677354
02-1-144423,02-1-144426,02-1-144498,-502.22379017996514,-88.45141352442943,-82.92321517835097,-78.48527781194682,-67.14947499492993,-59.548431039677354,-51.947653031374614
02-1-144423,02-1-144426,02-1-144502,-809.5781087882622,-315.0698486020781,-176.2534681457991,-166.63600704838092,-102.78995501623953,-82.92321517835097,-59.548431039677354
02-1-144423,02-1-144426,02-1-144523,-556.96470944256,-252.14643446719697,-218.68846609447183,-82.92321517835097,-59.548431039677354,-16.051989355887088,-10.58465016412567
02-1-144431,02-1-144472,02-1-144423,-449.0773566129078,-194.87926086657382,-186.21827531161614,-111.51877414095009,-85.06739383680264,-17.409102815146298,-16.31139314935031
02-1-144431,02-1-144474,02-1-144423,-589.7793321056536,-194.87926086657382,-111.51877414095009,-107.8301854952295,-106.4576760294332,-37.643987469458054,-22.158150596834204
02-1-144423,02-1-144497,02-1-144439,-712.5890482188823,-328.4644100957643,-235.1602160545798,-139.34359207966662,-77.69760116464266,-68.09158281845293,-38.31007460532206
02-1-144423,02-1-144498,02-1-144439,-870.2939017824835,-328.4644100957643,-235.1602160545798,-116.81826143438235,-116.51838114698114,-78.48527781194682,-51.947653031374614
02-1-144423,02-1-144501,02-1-144439,-756.9487289854856,-328.4644100957643,-235.1602160545798,-134.12512485416102,-97.58049258428956,-27.731871959840504,-26.453303134631255
02-1-144423,02-1-144502,02-1-144439,-1308.420383239313,-328.4644100957643,-235.1602160545798,-166.63600704838092,-139.4251017217449,-115.0727130608862,-102.78995501623953
02-2-001350,02-1-144423,02-1-144439,-1200.938138068439,-328.4644100957643,-235.1602160545798,-200.19719411390528,-153.34731885107675,-91.50394982846683,-91.22620669072501
02-1-144474,02-1-144472,02-1-144423,-548.3146042733049,-186.21827531161614,-107.8301854952295,-106.4576760294332,-85.06739383680264,-33.61108648889743,-15.62107976612171
02-1-144472,02-1-144476,02-1-144423,-558.7071254401324,-186.21827531161614,-107.83742148720484,-90.33361520679864,-85.06739383680264,-39.63943966970101,-38.57418909962851
02-1-144472,02-1-144523,02-1-144423,-742.545358987767,-252.14643446719697,-218.68846609447183,-186.21827531161614,-85.06739383680264,-61.55681868277367,-51.71374652623261
02-1-144474,02-1-144476,02-1-144423,-636.2871657941296,-142.3446435409217,-107.83742148720484,-107.8301854952295,-106.4576760294332,-90.47633907131944,-90.33361520679864
02-1-144423,02-1-144474,02-1-144498,-892.9024304614516,-299.1885385763429,-186.0021418459876,-107.8301854952295,-106.4576760294332,-78.48527781194682,-51.947653031374614
02-1-144474,02-1-144523,02-1-144423,-989.8732010572062,-252.14643446719697,-218.68846609447183,-213.5191349606718,-205.88009524312906,-107.8301854952295,-106.4576760294332
02-1-144474,02-1-144423,02-2-001350,-981.619580601883,-300.51593849431424,-284.748503148792,-107.8301854952295,-106.4576760294332,-91.50394982846683,-91.22620669072501
02-1-144423,02-1-144476,02-1-144494,-727.5267648141903,-238.34099601132044,-237.21922842555398,-107.83742148720484,-90.33361520679864,-72.07879691340158,-43.650823577778255
02-1-144423,02-1-144476,02-1-144497,-552.0021696115286,-139.34359207966662,-107.83742148720484,-93.88697015260249,-90.33361520679864,-77.69760116464266,-74.3971511706247
02-1-144423,02-1-144476,02-1-144498,-443.7776021344282,-107.83742148720484,-90.33361520679864,-78.48527781194682,-58.253975617200666,-58.07145124359975,-51.947653031374614
02-1-144423,02-1-144476,02-1-144502,-809.0464130573578,-232.4553999955512,-210.26161465929488,-166.63600704838092,-107.83742148720484,-102.78995501623953,-90.33361520679864
02-1-144423,02-1-144523,02-1-144476,-645.4858789201469,-252.14643446719697,-218.68846609447183,-107.83742148720484,-90.33361520679864,-6.131607487216833,-4.132914868117069
02-1-144423,02-1-144494,02-1-144497,-641.5907320191775,-238.34099601132044,-237.21922842555398,-139.34359207966662,-77.69760116464266,-64.46280696540717,-28.951459606308646
02-1-144423,02-1-144494,02-1-144498,-578.3060519250764,-238.34099601132044,-237.21922842555398,-78.48527781194682,-51.947653031374614,-34.93062229043841,-26.350368776329447
02-1-144423,02-1-144494,02-1-144501,-1050.2004916221572,-238.34099601132044,-237.21922842555398,-218.0990726109473,-169.73560376538705,-134.12512485416102,-97.58049258428956
02-1-144423,02-1-144494,02-1-144502,-1203.544227666344,-238.34099601132044,-237.21922842555398,-230.96579809614116,-166.63600704838092,-136.80734486298047,-102.78995501623953
02-1-144423,02-1-144523,02-1-144494,-1318.1311910214322,-252.14643446719697,-238.34099601132044,-237.21922842555398,-218.68846609447183,-159.93042817672938,-107.62494707019155
02-1-144423,02-1-144498,02-1-144497,-313.7728609057267,-139.34359207966662,-78.48527781194682,-77.69760116464266,-51.947653031374614,-12.544465057559606,-10.563332268347414
02-1-144423,02-1-144497,02-1-144501,-425.6811159953287,-139.34359207966662,-134.12512485416102,-97.58049258428956,-77.69760116464266,-30.5239823390056,-17.817692183294746
02-1-144423,02-1-144497,02-1-144502,-592.312810911468,-166.63600704838092,-139.34359207966662,-102.78995501623953,-77.69760116464266,-9.67101686801071,-2.0328400109733593
02-1-144423,02-1-144498,02-1-144501,-385.09838880332705,-134.12512485416102,-97.58049258428956,-78.48527781194682,-51.947653031374614,-36.115548768767155,-34.98170309110577
02-1-144423,02-1-144498,02-1-144502,-426.3624510265729,-166.63600704838092,-102.78995501623953,-78.48527781194682,-51.947653031374614,-17.410139004192516,-15.4660568218209
02-1-144423,02-1-144523,02-1-144498,-886.7528266229126,-252.14643446719697,-218.68846609447183,-153.14823013011167,-139.09960896495545,-78.48527781194682,-51.947653031374614
02-2-001350,02-1-144423,02-1-144498,-654.6162878100972,-173.95750294614294,-136.57002466617325,-91.50394982846683,-91.22620669072501,-78.48527781194682,-51.947653031374614
02-1-144423,02-1-144502,02-1-144501,-591.6895396677451,-166.63600704838092,-134.12512485416102,-102.78995501623953,-97.58049258428956,-27.53110390707036,-21.578397683274375
02-2-001350,02-1-144423,02-1-144501,-637.5346445595292,-134.12512485416102,-108.5665123483914,-97.58049258428956,-91.50394982846683,-91.22620669072501,-86.39556103904033
02-2-001350,02-1-144423,02-1-144502,-756.2427608864052,-255.94572749065617,-217.8585346949884,-166.63600704838092,-102.78995501623953,-91.50394982846683,-91.22620669072501
02-1-144431,02-1-144426,02-1-144425,-258.59707911524026,-67.87187215917568,-63.278027629111016,-61.501999966751356,-61.2460271492167,-9.304643044442841,-8.889064040215352
02-1-144472,02-1-144426,02-1-144425,-122.8509169868731,-39.76070935697939,-27.635973830796587,-16.229767940668204,-14.583351239348602,-9.304643044442841,-8.889064040215352
02-1-144474,02-1-144426,02-1-144425,-139.58759719730267,-53.463799642069745,-37.46159288701668,-34.73679527306315,-20.91177776463416,-9.304643044442841,-8.889064040215352
02-1-144425,02-1-144426,02-1-144476,-83.67554220499841,-23.168922362474078,-22.678504788374667,-9.304643044442841,-8.889064040215352,-2.7725917775263405,-2.698225067758141
02-1-144425,02-1-144426,02-1-144477,-242.26423398392126,-83.28514969047158,-76.08627670240593,-23.065990752711024,-19.31773954919688,-9.304643044442841,-8.889064040215352
02-1-144480,02-1-144426,02-1-144425,-432.0598999819133,-192.5870411165666,-146.9139528333573,-82.99626728226534,-52.59149487018372,-9.304643044442841,-8.889064040215352
02-1-144425,02-1-144426,02-1-144493,-221.4787771565214,-63.17122169399694,-35.9061401114649,-22.27594074856503,-14.908190973144064,-9.304643044442841,-8.889064040215352
02-1-144425,02-1-144426,02-1-144494,-399.63032288476865,-138.9522332648549,-136.5880317231851,-99.67677545871656,-71.96397015334665,-9.304643044442841,-8.889064040215352
02-1-144425,02-1-144426,02-1-144498,-281.5947365567878,-88.45141352442943,-67.14947499492993,-54.43204799136761,-54.416242184247224,-9.304643044442841,-8.889064040215352
02-1-144425,02-1-144426,02-1-144502,-583.1111516118626,-315.0698486020781,-204.06733470237253,-176.2534681457991,-100.80385686897603,-9.304643044442841,-8.889064040215352
02-1-144425,02-1-144426,02-1-144523,-169.57439833248355,-83.0931570213825,-52.73509409649398,-16.051989355887088,-10.58465016412567,-9.304643044442841,-8.889064040215352
02-1-144431,02-1-144472,02-1-144425,-222.67527867999922,-63.278027629111016,-61.2460271492167,-39.76070935697939,-27.635973830796587,-17.409102815146298,-16.31139314935031
02-1-144431,02-1-144474,02-1-144425,-295.41836786682785,-63.278027629111016,-61.2460271492167,-37.643987469458054,-34.73679527306315,-22.158150596834204,-20.91177776463416
02-1-144431,02-1-144480,02-1-144425,-669.2662972102506,-192.5870411165666,-187.6287127000166,-146.9139528333573,-105.25585642789434,-63.278027629111016,-61.2460271492167
02-1-144474,02-1-144472,02-1-144425,-218.45895805666336,-39.76070935697939,-34.73679527306315,-33.61108648889743,-27.635973830796587,-20.91177776463416,-15.62107976612171
02-1-144472,02-1-144476,02-1-144425,-219.0387835424552,-39.76070935697939,-39.63943966970101,-38.57418909962851,-27.635973830796587,-23.168922362474078,-22.678504788374667
02-1-144472,02-1-144477,02-1-144425,-287.55729768981206,-83.28514969047158,-76.08627670240593,-39.76070935697939,-37.59128138437334,-36.39064796731526,-27.635973830796587
02-1-144472,02-1-144480,02-1-144425,-363.6106068900607,-192.5870411165666,-146.9139528333573,-39.76070935697939,-35.510200542010836,-27.635973830796587,-18.684266320361537
02-1-144425,02-1-144472,02-1-144523,-295.5293318910638,-83.0931570213825,-61.55681868277367,-52.73509409649398,-51.71374652623261,-39.76070935697939,-27.635973830796587
02-1-144474,02-1-144476,02-1-144425,-301.405550830832,-142.3446435409217,-90.47633907131944,-34.73679527306315,-23.168922362474078,-22.678504788374667,-20.91177776463416
02-1-144474,02-1-144477,02-1-144425,-609.2519962380233,-226.32918961956562,-157.1518766943895,-83.28514969047158,-76.08627670240593,-34.73679527306315,-20.91177776463416
02-1-144474,02-1-144480,02-1-144425,-862.8154050263278,-248.98004796685302,-243.89185596912313,-192.5870411165666,-146.9139528333573,-34.73679527306315,-20.91177776463416
02-1-144474,02-1-144425,02-1-144498,-598.9090471866156,-299.1885385763429,-186.0021418459876,-54.43204799136761,-54.416242184247224,-34.73679527306315,-20.91177776463416
02-1-144474,02-1-144523,02-1-144425,-487.85982180205446,-213.5191349606718,-205.88009524312906,-83.0931570213825,-52.73509409649398,-34.73679527306315,-20.91177776463416
02-1-144474,02-1-144425,02-2-001350,-775.207747222474,-300.51593849431424,-284.748503148792,-144.20920177044195,-107.74807985926549,-34.73679527306315,-20.91177776463416
02-1-144425,02-1-144477,02-1-144476,-268.8609767983892,-83.28514969047158,-76.08627670240593,-23.168922362474078,-22.678504788374667,-20.78267284821448,-16.416941013352563
02-1-144425,02-1-144480,02-1-144476,-579.6276596584914,-192.5870411165666,-146.9139528333573,-118.1947755479389,-86.65775993608422,-23.168922362474078,-22.678504788374667
02-1-144425,02-1-144476,02-1-144493,-186.01206706958237,-63.17122169399694,-23.168922362474078,-22.678504788374667,-22.27594074856503,-20.69860550709807,-7.571921781043381
02-1-144425,02-1-144476,02-1-144494,-341.66236856339924,-138.9522332648549,-99.67677545871656,-72.07879691340158,-43.650823577778255,-23.168922362474078,-22.678504788374667
02-1-144425,02-1-144476,02-1-144497,-383.1710570521517,-93.88697015260249,-88.9050305419505,-77.37422522654934,-74.3971511706247,-23.168922362474078,-22.678504788374667
02-1-144425,02-1-144476,02-1-144498,-262.3678881325568,-58.253975617200666,-58.07145124359975,-54.43204799136761,-54.416242184247224,-23.168922362474078,-22.678504788374667
02-1-144425,02-1-144476,02-1-144502,-652.3245071027841,-232.4553999955512,-210.26161465929488,-204.06733470237253,-100.80385686897603,-23.168922362474078,-22.678504788374667
02-1-144425,02-1-144523,02-1-144476,-199.33325591980548,-83.0931570213825,-52.73509409649398,-23.168922362474078,-22.678504788374667,-6.131607487216833,-4.132914868117069
02-1-144425,02-1-144480,02-1-144477,-567.64995269771,-192.5870411165666,-146.9139528333573,-83.28514969047158,-76.08627670240593,-44.11526361325744,-27.525428315518624
02-1-144425,02-1-144477,02-1-144493,-254.982439465168,-83.28514969047158,-76.08627670240593,-63.17122169399694,-24.713849887386402,-22.27594074856503,-10.942656837349501
02-1-144425,02-1-144477,02-1-144494,-663.5265853544491,-176.16461957107836,-138.9522332648549,-106.94694428951485,-99.67677545871656,-83.28514969047158,-76.08627670240593
02-1-144425,02-1-144477,02-1-144523,-367.2620962762753,-83.28514969047158,-83.0931570213825,-76.08627670240593,-52.73509409649398,-5.612842051016784,-3.5190364354096246
02-1-144425,02-1-144480,02-1-144523,-725.7038436759099,-192.5870411165666,-146.9139528333573,-125.93808559292881,-88.15265718413171,-83.0931570213825,-52.73509409649398
02-1-144425,02-1-144493,02-1-144497,-239.99774380956475,-88.9050305419505,-77.37422522654934,-63.17122169399694,-22.27594074856503,-15.912663580232916,-12.389886669598383
02-1-144425,02-1-144493,02-1-144498,-234.79150485309844,-63.17122169399694,-54.43204799136761,-54.416242184247224,-28.901202670139135,-22.27594074856503,-9.749832573437857
02-1-144425,02-1-144493,02-1-144502,-609.2671740676116,-204.06733470237253,-100.80385686897603,-91.62024365448366,-63.17122169399694,-51.22060871693509,-22.27594074856503
02-1-144425,02-1-144523,02-1-144493,-285.3304916447822,-83.0931570213825,-63.17122169399694,-52.73509409649398,-29.090810538404664,-22.27594074856503,-10.94784589125138
02-1-144425,02-1-144494,02-1-144497,-519.4252853110102,-138.9522332648549,-99.67677545871656,-88.9050305419505,-77.37422522654934,-64.46280696540717,-28.951459606308646
02-1-144425,02-1-144494,02-1-144498,-414.8028195346559,-138.9522332648549,-99.67677545871656,-54.43204799136761,-54.416242184247224,-34.93062229043841,-26.350368776329447
02-1-144425,02-1-144494,02-1-144501,-906.2366006562581,-218.0990726109473,-169.73560376538705,-141.23801395862156,-138.9522332648549,-122.47832919833786,-99.67677545871656
02-1-144425,02-1-144494,02-1-144502,-1112.6930516599136,-230.96579809614116,-204.06733470237253,-138.9522332648549,-136.80734486298047,-100.80385686897603,-99.67677545871656
02-1-144425,02-1-144523,02-1-144494,-606.4639188067929,-159.93042817672938,-138.9522332648549,-107.62494707019155,-99.67677545871656,-83.0931570213825,-52.73509409649398
02-1-144425,02-1-144498,02-1-144497,-303.9422532820075,-88.9050305419505,-77.37422522654934,-54.43204799136761,-54.416242184247224,-12.544465057559606,-10.563332268347414
02-1-144425,02-1-144497,02-1-144501,-458.19388403145774,-141.23801395862156,-122.47832919833786,-88.9050305419505,-77.37422522654934,-30.5239823390056,-17.817692183294746
02-1-144425,02-1-144497,02-1-144502,-626.5093633469457,-204.06733470237253,-100.80385686897603,-88.9050305419505,-77.37422522654934,-9.67101686801071,-2.0328400109733593
02-1-144425,02-1-144498,02-1-144501,-451.125037213037,-141.23801395862156,-122.47832919833786,-54.43204799136761,-54.416242184247224,-36.115548768767155,-34.98170309110577
02-1-144425,02-1-144498,02-1-144502,-523.9397695465201,-204.06733470237253,-100.80385686897603,-54.43204799136761,-54.416242184247224,-17.410139004192516,-15.4660568218209
02-1-144425,02-1-144523,02-1-144498,-490.2656206185204,-153.14823013011167,-139.09960896495545,-83.0931570213825,-54.43204799136761,-54.416242184247224,-52.73509409649398
02-2-001350,02-1-144425,02-1-144498,-665.0947318891097,-173.95750294614294,-144.20920177044195,-136.57002466617325,-107.74807985926549,-54.43204799136761,-54.416242184247224
02-1-144425,02-1-144502,02-1-144501,-746.1672461090509,-204.06733470237253,-141.23801395862156,-122.47832919833786,-100.80385686897603,-27.53110390707036,-21.578397683274375
02-2-001350,02-1-144425,02-1-144501,-755.2610857103043,-144.20920177044195,-141.23801395862156,-122.47832919833786,-108.5665123483914,-107.74807985926549,-86.39556103904033
02-2-001350,02-1-144425,02-1-144502,-805.6848867197075,-255.94572749065617,-217.8585346949884,-204.06733470237253,-144.20920177044195,-107.74807985926549,-100.80385686897603
02-1-144431,02-1-144470,02-1-144426,-290.3000416564502,-67.87187215917568,-61.501999966751356,-53.143137421870456,-43.038005896523515,-30.20529931459123,-26.514733902173504
02-1-144431,02-1-144472,02-1-144426,-218.14801096845343,-67.87187215917568,-61.501999966751356,-17.409102815146298,-16.31139314935031,-16.229767940668204,-14.583351239348602
02-1-144431,02-1-144426,02-1-144474,-323.7932182041611,-67.87187215917568,-61.501999966751356,-53.463799642069745,-37.643987469458054,-37.46159288701668,-22.158150596834204
02-1-144431,02-1-144480,02-1-144426,-592.7291526653974,-187.6287127000166,-105.25585642789434,-82.99626728226534,-67.87187215917568,-61.501999966751356,-52.59149487018372
02-1-144472,02-1-144470,02-1-144426,-162.0930883999419,-53.143137421870456,-43.038005896523515,-16.229767940668204,-14.583351239348602,-10.928125693135083,-10.192174707130865
02-1-144474,02-1-144470,02-1-144426,-414.12052817322035,-116.57692262275833,-53.463799642069745,-53.143137421870456,-52.19751105051181,-43.038005896523515,-37.46159288701668
02-1-144470,02-1-144477,02-1-144426,-263.78905390224725,-57.38579957347617,-53.143137421870456,-43.038005896523515,-35.11190912659768,-23.065990752711024,-19.31773954919688
02-1-144470,02-1-144480,02-1-144426,-309.16388223920455,-82.99626728226534,-53.143137421870456,-52.59149487018372,-43.038005896523515,-28.230341726814245,-9.299694694721268
02-1-144470,02-1-144481,02-1-144426,-385.69188725256777,-179.985721647353,-103.54756941165294,-53.143137421870456,-43.038005896523515,-16.39328603853943,-4.684933658139059
02-1-144470,02-1-144529,02-1-144426,-133.57109265841862,-53.143137421870456,-43.038005896523515,-29.233438735449106,-17.150164620885917,-5.4467581973444155,-3.3469398492031317
02-1-144474,02-1-144472,02-1-144426,-195.8772010603128,-53.463799642069745,-37.46159288701668,-33.61108648889743,-16.229767940668204,-15.62107976612171,-14.583351239348602
02-1-144472,02-1-144476,02-1-144426,-116.86335757170575,-39.63943966970101,-38.57418909962851,-16.229767940668204,-14.583351239348602,-2.7725917775263405,-2.698225067758141
02-1-144472,02-1-144477,02-1-144426,-152.7132379057115,-37.59128138437334,-36.39064796731526,-23.065990752711024,-19.31773954919688,-16.229767940668204,-14.583351239348602
02-1-144472,02-1-144480,02-1-144426,-201.87412632831587,-82.99626728226534,-52.59149487018372,-35.510200542010836,-18.684266320361537,-16.229767940668204,-14.583351239348602
02-1-144472,02-1-144481,02-1-144426,-347.80842029330563,-179.985721647353,-103.54756941165294,-86.43726622341008,-39.65244071197737,-16.229767940668204,-14.583351239348602
02-1-144472,02-1-144426,02-1-144500,-125.37188744092103,-38.992263223132134,-18.870429684651082,-16.229767940668204,-15.086015358320466,-14.583351239348602,-5.584982906715579
02-1-144472,02-1-144523,02-1-144426,-156.17727967061535,-61.55681868277367,-51.71374652623261,-16.229767940668204,-16.051989355887088,-14.583351239348602,-10.58465016412567
02-1-144472,02-1-144529,02-1-144426,-108.82037370238484,-29.233438735449106,-17.150164620885917,-16.229767940668204,-16.20578151697851,-14.583351239348602,-10.732909714332422
02-1-144474,02-1-144426,02-1-144476,-284.0773549630512,-142.3446435409217,-90.47633907131944,-53.463799642069745,-37.46159288701668,-2.7725917775263405,-2.698225067758141
02-1-144474,02-1-144477,02-1-144426,-501.3182457237024,-226.32918961956562,-157.1518766943895,-53.463799642069745,-37.46159288701668,-23.065990752711024,-19.31773954919688
02-1-144474,02-1-144480,02-1-144426,-705.4655883630738,-248.98004796685302,-243.89185596912313,-82.99626728226534,-53.463799642069745,-52.59149487018372,-37.46159288701668
02-1-144474,02-1-144481,02-1-144426,-1037.9564196560614,-396.4389095815076,-359.5587268250898,-179.985721647353,-103.54756941165294,-53.463799642069745,-37.46159288701668
02-1-144474,02-1-144426,02-1-144498,-653.6788255773458,-299.1885385763429,-186.0021418459876,-88.45141352442943,-67.14947499492993,-53.463799642069745,-37.46159288701668
02-1-144474,02-1-144426,02-1-144500,-158.44820285805054,-67.95027915197375,-53.463799642069745,-37.46159288701668,-15.086015358320466,-11.541282730791101,-5.584982906715579
02-1-144474,02-1-144523,02-1-144426,-446.450981414327,-213.5191349606718,-205.88009524312906,-53.463799642069745,-37.46159288701668,-16.051989355887088,-10.58465016412567
02-1-144426,02-1-144477,02-1-144476,-94.731005384656,-23.065990752711024,-20.78267284821448,-19.31773954919688,-16.416941013352563,-2.7725917775263405,-2.698225067758141
02-1-144480,02-1-144476,02-1-144426,-288.0446976303806,-118.1947755479389,-86.65775993608422,-82.99626728226534,-52.59149487018372,-2.7725917775263405,-2.698225067758141
02-1-144481,02-1-144476,02-1-144426,-530.1442927867636,-224.77063339984144,-179.985721647353,-158.37681032955817,-103.54756941165294,-2.7725917775263405,-2.698225067758141
02-1-144426,02-1-144492,02-1-144476,-191.94213608351157,-48.451241126233015,-46.64564868169302,-23.98546391996047,-22.347419577629694,-2.7725917775263405,-2.698225067758141
02-1-144426,02-1-144476,02-1-144493,-119.39131181553616,-35.9061401114649,-20.69860550709807,-14.908190973144064,-7.571921781043381,-2.7725917775263405,-2.698225067758141
02-1-144426,02-1-144476,02-1-144494,-257.7578291786426,-136.5880317231851,-72.07879691340158,-71.96397015334665,-43.650823577778255,-2.7725917775263405,-2.698225067758141
02-1-144426,02-1-144476,02-1-144498,-275.51267649877354,-88.45141352442943,-67.14947499492993,-58.253975617200666,-58.07145124359975,-2.7725917775263405,-2.698225067758141
02-1-144426,02-1-144476,02-1-144500,-68.46720497236782,-15.086015358320466,-14.139492939293483,-5.584982906715579,-3.886130001762119,-2.7725917775263405,-2.698225067758141
02-1-144426,02-1-144476,02-1-144502,-839.6362244566417,-315.0698486020781,-232.4553999955512,-210.26161465929488,-176.2534681457991,-2.7725917775263405,-2.698225067758141
02-1-144426,02-1-144523,02-1-144476,-41.25837382749404,-16.051989355887088,-10.58465016412567,-6.131607487216833,-4.132914868117069,-2.7725917775263405,-2.698225067758141
02-1-144426,02-1-144529,02-1-144476,-144.67774606859905,-42.36277192676173,-29.233438735449106,-20.002074164860275,-17.150164620885917,-2.7725917775263405,-2.698225067758141
02-1-144480,02-1-144477,02-1-144426,-229.4515062217446,-82.99626728226534,-52.59149487018372,-44.11526361325744,-27.525428315518624,-23.065990752711024,-19.31773954919688
02-1-144481,02-1-144477,02-1-144426,-412.0207648525992,-179.985721647353,-103.54756941165294,-94.49349607154745,-64.31969904469825,-23.065990752711024,-19.31773954919688
02-1-144426,02-1-144492,02-1-144477,-129.5291884989739,-48.451241126233015,-23.98546391996047,-23.065990752711024,-19.31773954919688,-8.117183055441306,-3.776553570331057
02-1-144426,02-1-144477,02-1-144493,-138.95414832607673,-35.9061401114649,-24.713849887386402,-23.065990752711024,-19.31773954919688,-14.908190973144064,-10.942656837349501
02-1-144426,02-1-144477,02-1-144494,-432.3355619623161,-176.16461957107836,-136.5880317231851,-106.94694428951485,-71.96397015334665,-23.065990752711024,-19.31773954919688
02-1-144426,02-1-144477,02-1-144523,-98.94428616435064,-23.065990752711024,-19.31773954919688,-16.051989355887088,-10.58465016412567,-5.612842051016784,-3.5190364354096246
02-1-144426,02-1-144529,02-1-144477,-106.51332460361863,-29.233438735449106,-23.065990752711024,-19.31773954919688,-17.150164620885917,-11.310111619057983,-4.165029583734539
02-1-144481,02-1-144480,02-1-144426,-541.2202036718314,-179.985721647353,-103.54756941165294,-82.99626728226534,-52.59149487018372,-21.17422951740631,-19.075505361354644
02-1-144426,02-1-144480,02-1-144492,-284.7471540275715,-82.99626728226534,-64.15595701356798,-52.59149487018372,-48.451241126233015,-23.98546391996047,-19.108551587300543
02-1-144426,02-1-144480,02-1-144523,-319.7670665285452,-125.93808559292881,-88.15265718413171,-82.99626728226534,-52.59149487018372,-16.051989355887088,-10.58465016412567
02-1-144426,02-1-144481,02-1-144492,-382.77423434854984,-179.985721647353,-103.54756941165294,-76.35069774775262,-48.451241126233015,-24.868764316849692,-23.98546391996047
02-1-144481,02-1-144523,02-1-144426,-596.0109401668692,-253.75580738381692,-179.985721647353,-179.96496871032969,-103.54756941165294,-16.051989355887088,-10.58465016412567
02-1-144426,02-1-144492,02-1-144493,-120.7333083004807,-48.451241126233015,-35.9061401114649,-23.98546391996047,-14.908190973144064,-11.826977973539051,-11.088845443032305
02-1-144426,02-1-144492,02-1-144523,-203.6615384685431,-48.451241126233015,-36.51139983927491,-23.98546391996047,-16.051989355887088,-12.380341730105716,-10.58465016412567
02-1-144426,02-1-144529,02-1-144492,-107.01166091328842,-48.451241126233015,-29.233438735449106,-23.98546391996047,-17.150164620885917,-3.4025973544515775,-2.5262366509888707
02-1-144426,02-1-144493,02-1-144498,-237.5544161886281,-88.45141352442943,-67.14947499492993,-35.9061401114649,-28.901202670139135,-14.908190973144064,-9.749832573437857
02-1-144500,02-1-144426,02-1-144493,-91.88127261903293,-35.9061401114649,-15.086015358320466,-14.908190973144064,-7.713230504193183,-5.584982906715579,-5.419978419230585
02-1-144426,02-1-144493,02-1-144502,-736.344640066875,-315.0698486020781,-176.2534681457991,-91.62024365448366,-51.22060871693509,-35.9061401114649,-14.908190973144064
02-1-144426,02-1-144523,02-1-144493,-151.07786324205438,-35.9061401114649,-29.090810538404664,-16.051989355887088,-14.908190973144064,-10.94784589125138,-10.58465016412567
02-1-144426,02-1-144494,02-1-144498,-504.33508143229034,-136.5880317231851,-88.45141352442943,-71.96397015334665,-67.14947499492993,-34.93062229043841,-26.350368776329447
02-1-144500,02-1-144426,02-1-144494,-164.79698019484675,-136.5880317231851,-71.96397015334665,-22.52270936671414,-15.086015358320466,-5.814024854811837,-5.584982906715579
02-1-144426,02-1-144494,02-1-144502,-1488.7335794177413,-315.0698486020781,-230.96579809614116,-176.2534681457991,-136.80734486298047,-136.5880317231851,-71.96397015334665
02-1-144426,02-1-144523,02-1-144494,-384.5996329474697,-159.93042817672938,-136.5880317231851,-107.62494707019155,-71.96397015334665,-16.051989355887088,-10.58465016412567
02-1-144426,02-1-144498,02-1-144502,-842.5871234354927,-315.0698486020781,-176.2534681457991,-88.45141352442943,-67.14947499492993,-17.410139004192516,-15.4660568218209
02-1-144426,02-1-144523,02-1-144498,-428.20414113060883,-153.14823013011167,-139.09960896495545,-88.45141352442943,-67.14947499492993,-16.051989355887088,-10.58465016412567
02-1-144500,02-1-144426,02-1-144502,-315.0698486020781,-242.56185734936128,-176.2534681457991,-23.247398195229323,-15.086015358320466,-5.584982906715579,2.4375009833705725
02-1-144426,02-1-144523,02-1-144500,-123.87366659896753,-49.14473948074628,-16.051989355887088,-15.086015358320466,-14.751898347377814,-10.58465016412567,-5.584982906715579
02-1-144426,02-1-144529,02-1-144523,-158.32293658957,-42.347816775468395,-29.233438735449106,-19.214960075167483,-17.150164620885917,-16.051989355887088,-10.58465016412567
