id1,id2,id3,inv_0,inv_1,inv_2,inv_3,inv_4,inv_5,inv_6
02-1-000399,02-1-149419,02-1-149471,4.304915632813198,4.344908802463968,4.933755450113253,5.070260770273717,8.045506977607864,16.319179778058473,37.328282115582525
02-1-000399,02-1-149420,02-1-149471,4.344908802463968,5.070260770273717,5.47589384786275,7.5631151343070835,10.571544719753222,27.903522056748127,48.762891165359434
02-1-149427,02-1-000399,02-1-149471,4.344908802463968,5.070260770273717,5.507978706392988,7.450530742389269,10.473348655754627,27.36873057183063,48.956781696061995
02-1-149194,02-1-000405,02-1-149298,3.109521774376506,3.1180750570431783,8.037852455211777,9.738949314778479,16.15763817037574,23.047116472711718,77.60867405099549
02-1-000405,02-1-149231,02-1-149237,3.1850021357320304,3.193830373386972,7.26996570567503,8.992967310640863,13.248184028653284,20.40585058139665,66.79469702326776
02-1-000405,02-1-149232,02-1-149237,3.1877128987035865,3.1934215826032215,7.304020179060023,8.992967310640863,13.324946612546816,20.40585058139665,67.15486355645973
02-1-000407,02-1-143611,02-1-143608,3.1509396648818315,3.1651556848700935,7.739969566518345,9.929878733000601,14.290809220848198,21.660932454358374,70.90812174210171
02-1-000407,02-1-143611,02-1-143609,4.011595337559581,4.447730262649822,5.319005853276528,7.167979493868428,9.929878733000601,21.660932454358374,50.779198259260575
02-1-143631,02-1-000407,02-1-143609,3.5193007450491223,3.635105244795145,5.319005853276528,7.167979493868428,7.722289606631364,15.06819330699524,42.298701851790725
02-1-000410,02-1-143533,02-1-143573,3.900070391802039,4.091695015550528,4.300130678482953,4.653193074556103,6.858068480571813,11.976153676684888,30.187347203876065
02-1-143516,02-1-143522,02-1-000416,3.0828474774961263,3.0844687822326033,10.952474461259818,12.266835762615795,28.222191946453474,37.08247584197658,131.0042202514898
02-1-143516,02-1-143467,02-1-143518,3.100429129434257,3.1058426024185715,3.1583599095052515,3.1608385451138465,3.4345925543289,3.5141878668689897,13.476601348807932
02-1-143516,02-1-143467,02-1-143522,3.0370594392938672,3.039273562541776,3.0828474774961263,3.0844687822326033,3.100429129434257,3.1058426024185715,12.475938783588624
02-1-143516,02-1-143467,02-1-143528,3.100429129434257,3.1058426024185715,3.1791599237887658,3.185055608563168,3.418924498135641,3.508571537323365,13.485013569664396
02-1-143467,02-1-143518,02-1-143522,3.0370594392938672,3.039273562541776,3.320797555032764,3.401567017297543,3.4345925543289,3.5141878668689897,13.979346959800521
02-1-143467,02-1-143518,02-1-143528,3.0210068199685836,3.0210469001268905,3.418924498135641,3.4345925543289,3.508571537323365,3.5141878668689897,13.726998105205391
02-1-143467,02-1-144601,02-1-143518,3.023945969110084,3.0246033077457173,3.357565528082839,3.4345925543289,3.4516384171321177,3.5141878668689897,14.031938557220009
02-1-143467,02-1-143528,02-1-143522,3.0370594392938672,3.039273562541776,3.361874588140886,3.418924498135641,3.4238383860228674,3.508571537323365,14.009278488098001
02-1-143467,02-1-144601,02-1-143528,3.023945969110084,3.0246033077457173,3.367474914877419,3.418924498135641,3.458161910494332,3.508571537323365,14.0332483527775
02-1-143516,02-1-143518,02-1-143522,3.0828474774961263,3.0844687822326033,3.1583599095052515,3.1608385451138465,3.320797555032764,3.401567017297543,13.249922716244054
